Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
289,180,JohnnyStovner,Ainceer,762,776,Black,776,Black,True,52.0,70.26,70.96,55.12,84.67,19,11,4,0,3,2,13,1,72.64,76.48,70.74,70.47,22,10,1,3,3,1,12,2,72.64,76.48,70.74,70.47,22,10,1,3,3,1,13,2
290,180,Ainceer,TheDragonRyu,783,734,White,783,White,True,25.5,65.87,76.01,61.54,59.33,6,7,2,1,2,0,8,2,57.39,72.58,60.07,37.6,7,3,1,1,4,0,9,2,65.87,76.01,61.54,59.33,6,7,2,1,2,0,8,2
291,180,Dingus4000,Ainceer,835,776,Black,776,White,False,48.5,58.43,65.44,58.25,51.16,14,9,1,2,3,2,18,2,55.97,65.09,47.25,55.56,14,7,3,1,3,1,19,1,55.97,65.09,47.25,55.56,14,7,3,1,3,1,18,1
292,180,Ainceer,Duvic,767,751,White,767,Black,False,18.0,74.28,95.41,77.97,49.46,6,4,2,2,0,0,4,2,57.43,69.7,53.82,48.77,4,5,0,0,1,1,7,2,74.28,95.41,77.97,49.46,6,4,2,2,0,0,4,2
293,180,Ainceer,GamerCartel,760,817,White,760,Black,False,12.0,73.7,77.49,83.27,60.34,3,4,0,0,2,2,1,2,84.45,91.21,83.22,78.93,4,3,2,0,2,0,1,2,73.7,77.49,83.27,60.34,3,4,0,0,2,2,1,2
294,180,Ainceer,raghu2255,753,815,White,753,Black,False,15.0,36.64,75.5,34.31,0.11,2,1,0,0,4,0,8,2,50.18,47.69,22.56,80.28,3,2,0,1,1,2,6,1,36.64,75.5,34.31,0.11,2,1,0,0,4,0,8,2
295,180,ShreyansNoob,Ainceer,778,762,Black,762,Black,True,54.0,71.66,75.49,62.85,76.65,18,12,3,4,4,1,12,1,76.41,72.9,73.71,82.61,20,13,4,3,2,1,11,0,76.41,72.9,73.71,82.61,20,13,4,3,2,1,12,0
296,180,belminsej,Ainceer,796,771,Black,771,Black,True,34.0,69.21,88.67,45.22,71.97,12,7,1,1,3,3,7,1,61.95,77.58,42.1,64.75,11,6,0,1,4,1,11,1,61.95,77.58,42.1,64.75,11,6,0,1,4,1,7,1
297,180,Ainceer,cantfindabetterone,778,736,White,778,White,True,40.5,72.18,56.82,77.21,83.29,18,4,3,3,2,4,7,0,79.84,67.35,88.63,84.51,18,8,4,0,3,1,6,0,72.18,56.82,77.21,83.29,18,4,3,3,2,4,7,0
298,180,FullSk1L,Ainceer,746,769,Black,769,White,False,31.5,61.62,85.39,50.06,48.2,8,7,2,1,1,3,10,2,80.11,94.51,72.17,72.21,11,9,1,2,4,0,4,1,80.11,94.51,72.17,72.21,11,9,1,2,4,0,10,1
299,180,DurandalN,Ainceer,774,761,Black,761,White,False,37.5,80.24,87.13,72.44,81.23,18,4,3,4,3,3,3,1,77.23,75.71,69.36,86.76,14,9,2,2,1,5,4,1,77.23,75.71,69.36,86.76,14,9,2,2,1,5,3,1
300,180,Ainceer,monubhai1111,752,743,White,752,Black,False,5.5,79.3,96.19,91.7,50.0,1,3,1,0,0,0,1,2,82.49,63.18,93.04,100.0,2,1,1,0,0,0,1,0,79.3,96.19,91.7,50.0,1,3,1,0,0,0,1,2
301,180,MarrMatt,Ainceer,773,761,Black,761,Black,True,27.0,70.05,90.03,64.52,55.6,7,7,3,2,1,0,7,2,74.21,96.19,59.88,66.55,10,6,2,1,1,1,6,1,74.21,96.19,59.88,66.55,10,6,2,1,1,1,7,1
302,180,Ainceer,FelipeDias11,768,723,White,768,White,True,24.5,66.36,95.78,46.12,53.5,6,7,3,0,0,2,7,1,53.7,73.62,46.11,41.38,6,3,1,2,1,2,9,2,66.36,95.78,46.12,53.5,6,7,3,0,0,2,7,1
303,180,Ainceer,matuteln,775,735,White,775,White,True,7.5,94.2,98.22,90.95,93.04,2,4,2,0,0,0,0,1,83.55,95.12,99.75,50.0,3,2,1,0,0,0,1,2,94.2,98.22,90.95,93.04,2,4,2,0,0,0,0,1
304,180,Ainceer,smane28,783,748,White,783,White,True,54.5,71.13,65.55,81.73,66.42,21,12,2,1,3,4,12,0,60.5,44.4,68.72,68.37,12,10,2,2,7,6,15,0,71.13,65.55,81.73,66.42,21,12,2,1,3,4,12,0
305,180,Ainceer,tml_petrucci,777,861,White,777,Black,False,18.5,51.11,85.38,34.84,27.38,3,4,0,1,1,4,6,2,73.47,86.98,81.16,52.27,6,4,1,1,1,1,4,2,51.11,85.38,34.84,27.38,3,4,0,1,1,4,6,2
306,180,SeVen_K,Ainceer,819,770,Black,770,White,False,21.5,71.01,85.94,82.18,42.77,7,5,3,1,0,1,5,2,74.54,88.94,73.98,60.69,7,7,0,0,1,3,3,2,74.54,88.94,73.98,60.69,7,7,0,0,1,3,5,2
307,180,Ainceer,Ko-oka-dva,778,782,White,778,White,True,34.5,72.78,80.46,71.16,66.17,12,10,2,1,0,1,9,2,44.61,37.73,48.15,48.57,6,4,2,2,1,0,19,0,72.78,80.46,71.16,66.17,12,10,2,1,0,1,9,2
308,180,Marichike_Roops,Ainceer,749,769,Black,769,White,False,31.5,53.74,66.81,40.97,53.41,10,1,1,2,2,5,11,1,55.11,77.9,36.93,48.22,7,4,3,4,0,1,12,1,55.11,77.9,36.93,48.22,7,4,3,4,0,1,11,1
309,180,Dnewe,Ainceer,741,777,Black,777,Black,True,10.0,48.36,87.29,44.82,0.0,0,3,1,0,1,1,4,2,69.98,77.68,96.17,33.52,3,4,0,0,0,0,3,2,69.98,77.68,96.17,33.52,3,4,0,0,0,0,4,2
310,180,marcoki,Ainceer,802,769,Black,769,White,False,26.5,60.22,78.08,56.27,46.31,9,5,0,0,3,1,9,2,54.7,68.06,50.39,44.53,8,2,2,1,2,1,10,2,54.7,68.06,50.39,44.53,8,2,2,1,2,1,9,2
311,600,Ainceer,JoshE07,1199,1244,White,1199,Black,False,10.0,71.5,85.07,96.92,27.99,1,4,2,0,1,0,2,2,80.84,77.27,99.26,67.17,4,3,1,0,0,1,1,2,71.5,85.07,96.92,27.99,1,4,2,0,1,0,2,2
312,600,Elmio_86,Ainceer,1254,1192,Black,1192,White,False,7.5,90.69,91.52,83.65,100.0,3,3,0,1,1,0,0,1,66.97,88.75,100.0,1.28,3,1,0,1,0,0,2,2,66.97,88.75,100.0,1.28,3,1,0,1,0,0,0,2
313,600,Ainceer,lucasvdb,1200,1181,White,1200,White,True,28.5,68.5,70.64,67.73,66.97,10,3,3,2,2,2,7,2,56.11,60.01,51.46,56.43,7,3,1,2,4,1,10,1,68.5,70.64,67.73,66.97,10,3,3,2,2,2,7,2
314,600,lucasvdb,Ainceer,1189,1192,Black,1192,White,False,20.0,87.33,94.38,69.88,99.45,10,4,4,0,0,0,2,1,65.99,70.57,57.14,70.98,7,2,2,0,2,2,5,1,65.99,70.57,57.14,70.98,7,2,2,0,2,2,2,1
315,600,Ainceer,lucasvdb,1200,1181,White,1200,White,True,20.5,81.63,94.25,74.88,75.77,8,6,1,1,2,1,2,1,62.58,80.78,81.37,19.42,7,4,1,1,0,0,7,2,81.63,94.25,74.88,75.77,8,6,1,1,2,1,2,1
316,600,Ainceer,Sneaky_B3av3r,1207,1162,White,1207,White,True,22.5,81.32,86.59,62.53,96.78,8,6,3,3,0,0,3,1,50.26,69.97,42.33,35.66,3,5,2,0,1,1,10,2,81.32,86.59,62.53,96.78,8,6,3,3,0,0,3,1
317,600,Ainceer,vikky9866,1199,1233,White,1199,Black,False,23.0,66.32,62.88,68.86,67.34,5,5,1,4,1,1,6,0,72.94,72.68,82.46,62.36,9,4,1,1,1,4,3,2,66.32,62.88,68.86,67.34,5,5,1,4,1,1,6,0
318,600,Ainceer,gheko007,1206,1166,White,1206,White,True,23.5,71.08,89.45,47.8,75.98,8,6,0,0,3,2,5,1,70.69,91.88,75.22,41.28,5,8,3,1,0,0,6,2,71.08,89.45,47.8,75.98,8,6,0,0,3,2,5,1
319,600,Ainceer,guicasquet,1213,1168,White,1213,White,True,55.5,67.25,66.62,57.17,78.56,19,15,0,2,3,0,17,1,65.47,67.68,42.14,86.46,19,11,2,2,4,0,17,1,67.25,66.62,57.17,78.56,19,15,0,2,3,0,17,1
320,600,joeasimon,Ainceer,1194,1213,Black,1213,Draw,False,61.0,68.18,72.81,63.74,67.75,23,12,3,1,4,2,16,1,63.19,78.32,64.66,45.83,22,9,0,3,4,6,17,2,63.19,78.32,64.66,45.83,22,9,0,3,4,6,16,2
321,600,BOAG90,Ainceer,1204,1205,Black,1205,White,False,17.5,72.63,81.88,68.89,67.11,7,4,1,0,1,0,5,2,66.49,76.07,67.74,53.5,4,3,2,1,1,2,4,2,66.49,76.07,67.74,53.5,4,3,2,1,1,2,5,2
322,600,MarcoBorrini,Ainceer,1232,1197,Black,1197,White,False,10.5,62.69,72.08,50.0,67.09,6,0,1,0,0,0,4,1,77.1,97.71,78.26,48.46,3,3,1,0,1,1,1,2,77.1,97.71,78.26,48.46,3,3,1,0,1,1,4,2
323,600,Ainceer,chomline,1206,1211,White,1206,White,True,18.5,82.02,85.49,77.64,82.36,8,5,1,0,2,1,2,1,63.04,85.25,36.98,66.88,6,3,1,0,2,0,6,1,82.02,85.49,77.64,82.36,8,5,1,0,2,1,2,1
324,600,biTz22,Ainceer,1172,1197,Black,1197,White,False,22.5,78.72,84.79,84.04,65.69,12,4,1,0,1,1,4,2,58.6,75.45,34.96,62.99,4,7,1,0,0,2,8,1,58.6,75.45,34.96,62.99,4,7,1,0,0,2,4,1
325,600,Rusich007,Ainceer,1173,1205,Black,1205,Black,True,29.0,59.47,90.01,45.42,41.14,6,7,2,0,3,2,9,2,59.55,73.23,54.52,49.95,5,6,2,2,2,4,8,2,59.55,73.23,54.52,49.95,5,6,2,2,2,4,9,2
326,180,cemege407,Ainceer,746,760,Black,760,White,False,26.5,79.09,86.27,87.59,63.4,12,7,0,1,1,2,4,2,64.94,96.98,63.02,31.06,7,7,1,1,1,2,7,2,64.94,96.98,63.02,31.06,7,7,1,1,1,2,4,2
327,180,Ainceer,Archit22as,752,790,White,752,Black,False,8.0,79.25,83.92,94.07,50.0,3,2,1,0,1,0,1,2,91.16,97.65,87.16,87.45,3,3,0,1,1,0,0,1,79.25,83.92,94.07,50.0,3,2,1,0,1,0,1,2
328,180,Danilogrr,Ainceer,714,759,Black,759,Black,True,24.0,51.62,47.75,72.01,35.1,7,2,4,0,0,0,11,2,71.31,63.06,69.55,81.32,9,5,1,1,2,1,5,0,71.31,63.06,69.55,81.32,9,5,1,1,2,1,11,0
329,180,Ainceer,entrugo,767,741,White,767,White,True,30.5,80.17,91.3,61.73,86.36,11,11,2,0,1,2,4,1,83.55,86.57,64.14,99.96,16,7,1,1,1,0,4,1,80.17,91.3,61.73,86.36,11,11,2,0,1,2,4,1
330,180,Ainceer,asianguy21,760,804,White,760,Black,False,49.0,69.66,63.99,65.54,79.8,14,12,5,2,2,2,12,0,60.24,55.07,48.62,77.34,11,10,4,1,2,6,15,1,69.66,63.99,65.54,79.8,14,12,5,2,2,2,12,0
331,180,Ainceer,lokiiiiiiiiiiiiiii22,753,806,White,753,Black,False,29.5,75.22,69.5,83.75,72.43,7,8,4,2,3,2,4,0,63.17,54.53,54.33,82.6,11,5,1,0,1,2,9,1,75.22,69.5,83.75,72.43,7,8,4,2,3,2,4,0
332,180,ferchocifuentes,Ainceer,809,746,Black,746,White,False,10.5,93.3,96.65,84.93,100.0,7,1,1,2,0,0,0,1,69.73,83.57,90.36,30.65,2,3,2,0,0,1,2,2,69.73,83.57,90.36,30.65,2,3,2,0,0,1,0,2
333,180,Wamvik,Ainceer,762,738,Black,738,White,False,7.5,73.35,96.52,65.64,50.14,3,2,1,0,0,0,2,2,63.43,99.6,72.26,0.34,1,2,1,0,1,0,2,2,63.43,99.6,72.26,0.34,1,2,1,0,1,0,2,2
334,180,Duvic,Ainceer,727,746,Black,746,Black,True,34.0,48.88,74.05,33.0,37.31,7,4,2,2,1,4,14,1,60.28,87.57,35.8,54.97,11,7,1,1,1,1,12,1,60.28,87.57,35.8,54.97,11,7,1,1,1,1,14,1
335,180,Ainceer,Dulcib,738,761,White,738,Black,False,42.0,71.43,72.74,85.07,56.48,15,7,1,2,7,3,7,2,64.14,66.24,63.45,62.74,10,9,1,3,5,4,10,2,71.43,72.74,85.07,56.48,15,7,1,2,7,3,7,2
336,180,karacc,Ainceer,787,731,Black,731,White,False,12.5,53.57,47.07,65.21,50.04,5,0,0,1,1,1,5,0,52.16,58.54,73.15,24.78,0,5,1,0,0,1,5,2,52.16,58.54,73.15,24.78,0,5,1,0,0,1,5,2
337,180,thomas333333,Ainceer,758,723,Black,723,White,False,24.5,60.6,72.49,49.96,57.87,9,0,4,2,1,1,8,1,53.89,65.44,28.67,67.57,7,4,1,0,0,1,11,1,53.89,65.44,28.67,67.57,7,4,1,0,0,1,8,1
338,180,Ainceer,wildrage1,731,703,White,731,White,True,25.5,68.6,96.21,37.68,72.32,9,5,4,0,1,0,7,1,54.85,79.48,33.53,48.47,5,4,1,2,3,1,9,1,68.6,96.21,37.68,72.32,9,5,4,0,1,0,7,1
339,180,Ainceer,matt7487,722,713,White,722,Black,False,22.0,68.25,84.72,34.48,83.19,6,9,0,0,0,1,6,1,75.89,90.64,76.72,58.2,11,3,1,2,0,1,4,2,68.25,84.72,34.48,83.19,6,9,0,0,0,1,6,1
340,180,geosaba,Ainceer,734,714,Black,714,White,False,28.5,54.72,91.45,49.35,19.88,11,2,1,0,1,2,12,2,63.5,66.5,49.69,73.99,8,6,1,1,3,1,8,1,63.5,66.5,49.69,73.99,8,6,1,1,3,1,12,1
341,180,Amitai_Saiger,Ainceer,692,722,Black,722,Black,True,18.0,73.21,97.8,93.95,27.88,2,7,4,1,0,0,4,2,87.54,94.26,93.1,75.26,9,5,0,1,2,0,1,2,87.54,94.26,93.1,75.26,9,5,0,1,2,0,4,2
342,180,Ainceer,JustJinsoo,730,710,White,730,White,True,40.5,71.65,77.06,87.27,49.0,16,9,3,1,0,2,10,2,59.97,47.17,65.99,67.72,11,7,3,1,2,3,13,0,71.65,77.06,87.27,49.0,16,9,3,1,0,2,10,2
343,180,Ainceer,Mahaveer_Kaul,722,752,White,722,Black,False,12.0,72.2,69.26,50.57,96.78,4,3,1,0,1,1,2,1,82.86,77.93,85.32,85.32,6,2,0,1,0,3,0,0,72.2,69.26,50.57,96.78,4,3,1,0,1,1,2,1
344,180,malotic,Ainceer,719,714,Black,714,White,False,8.5,92.32,99.87,86.53,90.56,6,1,0,1,1,0,0,1,58.67,71.69,75.3,14.18,4,0,0,0,0,0,4,2,58.67,71.69,75.3,14.18,4,0,0,0,0,0,0,2
345,180,Ainceer,KyrilMolchanov,705,684,White,705,Black,False,12.0,81.52,96.26,77.34,70.97,3,5,1,1,0,1,1,2,81.59,90.32,78.18,76.26,4,2,1,3,1,0,1,2,81.52,96.26,77.34,70.97,3,5,1,1,0,1,1,2
346,180,HimanshuY007,Ainceer,653,712,Black,712,Black,True,17.0,68.6,95.68,72.04,31.98,3,5,0,2,3,1,3,2,64.89,98.16,61.37,29.2,6,4,0,0,1,1,5,2,64.89,98.16,61.37,29.2,6,4,0,0,1,1,3,2
347,180,Ainceer,thatsanicetablecloth,720,700,White,720,White,True,8.5,90.02,76.74,93.32,100.0,4,3,1,0,0,1,0,0,33.78,42.69,47.39,0.02,0,2,0,0,0,1,5,2,90.02,76.74,93.32,100.0,4,3,1,0,0,1,0,0
348,180,AdamenusMokrokys,Ainceer,718,712,Black,712,White,False,33.5,56.17,62.62,41.68,63.64,11,4,0,2,4,0,13,1,61.09,63.09,71.96,48.21,6,9,2,2,1,2,11,2,61.09,63.09,71.96,48.21,6,9,2,2,1,2,13,2
349,180,lucianopavicich,Ainceer,711,704,Black,704,White,False,40.5,62.14,76.96,53.45,55.54,15,6,1,2,2,2,13,1,67.91,74.79,62.8,65.6,16,8,1,1,1,1,12,1,67.91,74.79,62.8,65.6,16,8,1,1,1,1,13,1
350,180,Ainceer,andreabetta,712,716,White,712,White,True,14.5,83.16,97.12,56.38,95.97,6,5,0,2,0,0,2,1,53.94,90.07,33.18,34.71,2,3,1,1,0,2,5,1,83.16,97.12,56.38,95.97,6,5,0,2,0,0,2,1
351,180,MagnusC28,Ainceer,750,705,Black,705,White,False,21.5,60.4,84.64,68.56,24.56,6,3,2,1,2,1,7,2,56.05,88.96,55.32,23.88,5,4,1,0,2,2,7,2,56.05,88.96,55.32,23.88,5,4,1,0,2,2,7,2
352,180,allancosino,Ainceer,740,698,Black,698,White,False,16.5,64.7,76.93,57.22,59.0,5,5,0,0,1,1,5,1,42.57,43.93,39.23,44.29,4,1,1,0,1,0,9,1,42.57,43.93,39.23,44.29,4,1,1,0,1,0,5,1
353,180,Ainceer,C4_Rudy,690,726,White,690,Black,False,17.5,68.62,90.93,64.24,50.67,5,3,4,0,1,0,5,2,67.78,95.15,48.23,58.39,4,5,1,1,1,0,5,1,68.62,90.93,64.24,50.67,5,3,4,0,1,0,5,2
354,180,Ainceer,Eddythegoat,683,727,White,683,Black,False,8.0,58.13,85.28,34.95,52.18,2,2,0,0,1,0,3,1,74.86,75.02,89.83,52.18,1,3,2,0,0,1,1,2,58.13,85.28,34.95,52.18,2,2,0,0,1,0,3,1
355,180,SherlockHoldDat,Ainceer,653,674,Black,674,White,False,43.5,60.61,39.91,65.44,77.62,13,5,4,2,5,1,14,0,70.1,63.79,74.97,72.0,15,7,4,1,4,2,10,0,70.1,63.79,74.97,72.0,15,7,4,1,4,2,14,0
356,180,Ainceer,crabf3st,674,682,White,674,Draw,False,45.5,68.23,80.5,37.39,85.99,17,9,1,2,3,2,12,1,72.4,81.66,47.96,87.58,19,8,4,0,2,1,11,1,68.23,80.5,37.39,85.99,17,9,1,2,3,2,12,1
357,180,Ainceer,BB650,682,660,White,682,White,True,34.5,71.88,73.35,60.83,82.32,10,11,1,3,0,2,8,1,74.14,87.69,67.62,65.89,7,13,2,0,5,2,5,2,71.88,73.35,60.83,82.32,10,11,1,3,0,2,8,1
358,180,Ainceer,ddazza,689,646,White,689,White,True,46.5,61.1,85.51,45.0,52.23,15,8,2,1,3,3,15,1,59.34,59.97,49.16,68.85,13,10,2,0,1,4,16,1,61.1,85.51,45.0,52.23,15,8,2,1,3,3,15,1
359,180,SvmB,Ainceer,679,681,Black,681,White,False,15.5,50.47,83.25,53.15,8.44,2,4,1,0,1,1,7,2,65.05,85.39,49.85,59.9,6,2,0,0,2,1,4,1,65.05,85.39,49.85,59.9,6,2,0,0,2,1,7,1
360,600,tibion198,Ainceer,1187,1196,Black,1196,White,False,15.5,85.58,91.3,82.11,82.19,7,5,1,1,0,0,2,1,59.38,99.61,31.75,46.78,5,2,0,1,1,1,5,1,59.38,99.61,31.75,46.78,5,2,0,1,1,1,2,1
361,600,Ainceer,shaho983,1204,1192,White,1204,White,True,46.5,70.11,66.82,61.44,82.86,16,8,3,2,5,3,10,1,67.78,61.58,57.13,85.04,15,13,1,0,3,1,13,1,70.11,66.82,61.44,82.86,16,8,3,2,5,3,10,1
362,600,shaho983,Ainceer,1184,1212,Black,1212,Black,True,15.0,58.4,68.87,54.13,52.21,2,3,2,1,1,1,5,2,88.88,98.62,80.36,87.65,9,3,0,1,0,1,1,1,88.88,98.62,80.36,87.65,9,3,0,1,0,1,5,1
363,600,Ainceer,shaho983,1219,1177,White,1219,White,True,21.5,82.62,69.21,90.75,89.81,12,2,0,2,4,0,2,0,69.55,43.43,79.73,85.49,10,4,0,0,0,1,6,0,82.62,69.21,90.75,89.81,12,2,0,2,4,0,2,0
364,600,shaho983,Ainceer,1170,1226,Black,1226,Black,True,67.0,67.11,57.08,62.76,81.96,31,7,2,0,3,6,18,0,76.09,66.39,74.9,87.43,31,14,1,4,2,2,13,0,76.09,66.39,74.9,87.43,31,14,1,4,2,2,18,0
365,600,Ainceer,namikbalcilar,1235,1254,White,1235,White,True,35.5,64.15,78.54,47.47,66.44,12,7,1,1,1,3,11,1,71.67,82.85,67.02,64.55,15,5,2,1,3,2,7,2,64.15,78.54,47.47,66.44,12,7,1,1,1,3,11,1
366,600,op1011,Ainceer,1198,1242,Black,1242,Black,True,21.0,78.3,95.53,66.79,72.59,9,5,1,1,0,1,4,1,77.72,79.59,68.91,84.68,9,6,0,1,1,0,4,1,77.72,79.59,68.91,84.68,9,6,0,1,1,0,4,1
367,600,Ainceer,zahus,1250,1221,White,1250,White,True,53.5,81.51,67.49,82.62,94.42,29,7,5,2,1,2,8,0,83.03,87.1,70.95,91.51,28,13,0,1,3,1,7,1,81.51,67.49,82.62,94.42,29,7,5,2,1,2,8,0
368,600,Ainceer,Ggdyged,1243,1294,White,1243,Black,False,32.5,67.05,63.28,60.14,77.73,11,7,2,2,0,2,9,1,55.92,39.28,57.99,71.94,9,4,2,1,0,4,12,0,67.05,63.28,60.14,77.73,11,7,2,2,0,2,9,1
369,600,Ainceer,Prvdmr,1251,1223,White,1251,White,True,23.5,79.24,69.96,80.26,87.5,12,4,1,2,0,1,4,0,49.39,57.43,48.79,40.9,5,1,2,2,2,1,10,2,79.24,69.96,80.26,87.5,12,4,1,2,0,1,4,0
370,600,Ainceer,Prvdmr,1258,1214,White,1258,White,True,26.5,88.43,81.26,98.22,85.82,12,10,1,1,0,1,2,0,77.77,84.21,66.47,83.23,9,8,1,2,0,1,5,1,88.43,81.26,98.22,85.82,12,10,1,1,0,1,2,0
371,180,rashetty2,Ainceer,699,690,Black,690,Black,True,32.0,53.1,51.88,56.85,50.31,10,2,1,3,1,3,12,2,59.89,51.25,78.7,48.71,9,5,1,1,4,2,10,2,59.89,51.25,78.7,48.71,9,5,1,1,4,2,12,2
372,180,kirampoc,Ainceer,670,698,Black,698,Black,True,38.0,62.81,48.09,71.51,69.35,9,8,2,5,1,1,12,0,50.14,52.91,54.79,42.11,9,5,2,1,3,2,16,2,50.14,52.91,54.79,42.11,9,5,2,1,3,2,12,2
373,180,FabioJunkeira,Ainceer,708,690,Black,690,White,False,13.5,72.9,81.88,60.5,77.18,5,3,0,1,1,1,3,1,61.27,68.41,51.71,61.9,5,2,0,0,0,2,4,1,61.27,68.41,51.71,61.9,5,2,0,0,0,2,3,1
374,180,Ainceer,4llanKardec,683,741,White,683,Black,False,29.0,76.05,79.08,63.1,87.05,11,7,2,1,1,3,4,1,73.25,65.18,66.7,89.5,8,7,2,3,2,2,5,0,76.05,79.08,63.1,87.05,11,7,2,1,1,3,4,1
375,180,msm6,Ainceer,650,690,Black,690,Black,True,43.0,69.17,73.57,59.13,74.51,14,10,2,1,4,1,11,1,67.6,64.75,66.56,71.69,19,4,2,2,2,3,11,0,67.6,64.75,66.56,71.69,19,4,2,2,2,3,11,0
376,180,Cockpin,Ainceer,742,683,Black,683,White,False,16.5,59.33,53.74,62.16,62.63,7,0,0,2,1,2,5,0,56.37,66.17,31.56,69.41,2,6,0,0,1,1,6,1,56.37,66.17,31.56,69.41,2,6,0,0,1,1,5,1
377,180,Uuaarrgh,Ainceer,592,689,Black,689,Black,True,52.0,67.9,53.36,82.14,69.07,24,6,2,1,2,3,14,0,58.16,59.23,71.61,43.57,11,14,3,2,1,1,20,2,58.16,59.23,71.61,43.57,11,14,3,2,1,1,14,2
378,180,Ainceer,holasoynicoxd,680,647,White,680,Black,False,22.0,67.39,88.71,78.09,32.32,0,9,2,1,4,3,3,2,77.32,83.91,66.55,80.57,6,6,2,3,1,1,3,1,67.39,88.71,78.09,32.32,0,9,2,1,4,3,3,2
379,180,Ainceer,kk2207,688,687,White,688,White,True,30.5,70.67,85.7,47.99,76.82,7,7,2,3,5,3,4,1,65.69,69.71,66.34,61.03,10,3,3,3,1,2,8,2,70.67,85.7,47.99,76.82,7,7,2,3,5,3,4,1
380,180,Ainceer,spacebunnys,695,658,White,695,White,True,41.5,67.89,75.4,75.03,53.24,13,9,3,0,7,0,10,2,65.6,63.49,56.84,77.32,13,5,6,1,2,2,12,1,67.89,75.4,75.03,53.24,13,9,3,0,7,0,10,2
381,180,Ainceer,Aman_Maner,702,614,White,702,White,True,26.5,66.95,81.36,50.51,68.98,9,6,2,0,2,0,8,1,67.04,70.71,68.4,61.38,6,4,5,0,4,1,6,2,66.95,81.36,50.51,68.98,9,6,2,0,2,0,8,1
382,180,ArntEriksen,Ainceer,739,695,Black,695,White,False,54.0,73.24,71.31,55.87,92.54,19,14,4,1,1,4,11,1,68.09,59.04,68.03,77.21,21,8,3,1,3,5,13,0,68.09,59.04,68.03,77.21,21,8,3,1,3,5,11,0
383,180,bmuderuoy,Ainceer,623,685,Black,685,White,False,14.5,87.38,98.81,88.84,74.48,6,4,2,1,0,1,1,2,57.81,81.72,48.89,39.07,4,1,2,0,1,1,5,2,57.81,81.72,48.89,39.07,4,1,2,0,1,1,1,2
384,180,Ainceer,willevans12341,692,646,White,692,White,True,27.5,60.81,58.57,63.01,61.09,7,4,4,1,2,1,9,0,53.7,33.01,61.59,66.51,6,7,1,0,0,1,12,0,60.81,58.57,63.01,61.09,7,4,4,1,2,1,9,0
385,180,Aregalje,Ainceer,684,700,Black,700,Black,True,27.0,57.43,91.56,39.36,41.36,7,6,1,1,1,1,10,1,75.68,81.23,73.55,72.27,13,3,3,1,1,1,5,2,75.68,81.23,73.55,72.27,13,3,3,1,1,1,10,2
386,180,raja2722,Ainceer,774,694,Black,694,White,False,43.0,72.37,61.53,68.52,87.83,19,7,1,1,3,3,9,0,68.57,83.88,50.4,70.34,15,8,4,1,4,0,11,1,68.57,83.88,50.4,70.34,15,8,4,1,4,0,9,1
387,180,vincentalbertini,Ainceer,666,685,Black,685,White,False,45.5,71.2,71.33,64.62,77.64,21,5,2,3,3,2,10,1,68.65,66.58,68.76,70.61,17,7,2,3,2,2,12,0,68.65,66.58,68.76,70.61,17,7,2,3,2,2,10,0
388,180,Ainceer,Eiltarb,692,648,White,692,White,True,56.5,70.87,68.75,71.66,72.21,16,14,6,4,3,1,13,0,63.37,61.7,61.75,66.84,16,12,3,1,3,5,16,0,70.87,68.75,71.66,72.21,16,14,6,4,3,1,13,0
389,180,PauLGSP,Ainceer,690,684,Black,684,White,False,21.5,85.77,97.52,61.24,96.86,11,4,3,1,1,0,2,1,55.09,86.59,65.33,13.34,5,3,1,2,1,1,8,2,55.09,86.59,65.33,13.34,5,3,1,2,1,1,2,2
390,180,Ainceer,ronyagrawal,692,675,White,692,White,True,44.5,77.5,93.53,66.73,72.25,20,9,2,2,3,1,8,1,67.38,51.73,71.39,79.85,17,4,2,1,6,4,10,0,77.5,93.53,66.73,72.25,20,9,2,2,3,1,8,1
391,180,Ainceer,Patamodelai,699,650,White,699,White,True,51.5,65.57,68.62,57.27,70.64,9,15,5,0,6,3,14,1,69.65,68.24,75.94,64.77,15,13,5,2,2,0,14,2,65.57,68.62,57.27,70.64,9,15,5,0,6,3,14,1
392,180,Ainceer,amansingh0,708,723,White,708,White,True,34.5,62.6,71.78,60.92,54.42,13,5,1,1,2,2,11,2,52.29,45.76,61.72,49.97,8,4,0,1,5,4,12,0,62.6,71.78,60.92,54.42,13,5,1,1,2,2,11,2
393,180,Ainceer,gebruinaam,715,657,White,715,White,True,33.5,50.81,67.49,55.29,28.15,8,4,2,2,0,3,15,2,56.18,57.49,56.9,54.15,10,4,2,0,3,1,13,2,50.81,67.49,55.29,28.15,8,4,2,2,0,3,15,2
