Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
394,180,TheProdKB,Ainceer,716,707,Black,707,White,False,28.5,68.19,84.63,54.57,65.07,11,6,2,0,1,1,8,1,51.9,85.56,40.57,25.85,6,4,1,4,0,1,12,2,51.9,85.56,40.57,25.85,6,4,1,4,0,1,8,2
395,180,blinksi,Ainceer,691,698,Black,698,White,False,1.5,99.63,100.0,99.25,0,1,1,0,0,0,0,0,2,98.21,98.21,0,0,0,1,0,0,0,0,0,2,98.21,98.21,0,0,0,1,0,0,0,0,0,2
396,180,Ainceer,DarkChessBoi,705,652,White,705,White,True,28.5,80.17,83.85,70.51,86.81,12,6,3,2,1,1,4,1,62.05,81.94,73.09,28.9,8,6,1,2,0,2,9,2,80.17,83.85,70.51,86.81,12,6,3,2,1,1,4,1
397,180,F_Ortune,Ainceer,690,713,Black,713,Black,True,20.0,62.65,88.99,47.85,49.19,5,4,2,1,2,0,6,1,59.46,80.23,32.44,66.77,7,3,0,2,0,0,8,1,59.46,80.23,32.44,66.77,7,3,0,2,0,0,6,1
398,180,kitar01,Ainceer,710,721,Black,721,Black,True,16.0,73.38,89.41,47.53,80.0,6,4,0,1,1,0,4,1,80.31,85.78,75.97,78.1,8,4,0,1,0,0,3,1,80.31,85.78,75.97,78.1,8,4,0,1,0,0,4,1
399,180,Ainceer,Jan50L0,730,729,White,730,White,True,14.5,61.75,85.87,79.28,20.09,3,5,1,0,0,1,5,2,62.39,91.94,42.76,50.0,3,5,0,0,1,0,5,1,61.75,85.87,79.28,20.09,3,5,1,0,0,1,5,2
400,180,Kaan_Kilic,Ainceer,679,737,Black,737,Black,True,1.0,98.21,98.21,0,0,0,1,0,0,0,0,0,2,99.84,99.84,0,0,0,1,0,0,0,0,0,2,99.84,99.84,0,0,0,1,0,0,0,0,0,2
401,180,Meuz123,Ainceer,737,729,Black,729,White,False,22.0,71.57,90.24,57.4,64.4,9,4,1,1,1,1,5,1,62.2,86.26,70.94,25.95,6,5,0,0,2,3,6,2,62.2,86.26,70.94,25.95,6,5,0,0,2,3,5,2
402,180,Ainceer,Cheersbessandcall,737,740,White,737,White,True,43.5,69.64,86.01,51.37,71.69,14,10,2,2,4,2,10,1,62.57,76.33,52.09,58.31,11,5,5,2,5,2,13,1,69.64,86.01,51.37,71.69,14,10,2,2,4,2,10,1
403,180,Ainceer,pkf99,745,686,White,745,White,True,21.5,64.56,81.76,61.47,47.99,5,5,0,0,5,2,5,2,48.0,74.32,31.65,38.04,2,3,2,1,1,4,8,1,64.56,81.76,61.47,47.99,5,5,0,0,5,2,5,2
404,180,Ainceer,pnomococcus,737,772,White,737,Black,False,7.0,59.91,95.82,61.96,4.0,0,3,1,0,0,0,3,2,74.16,87.46,36.98,91.38,1,2,1,0,1,2,0,1,59.91,95.82,61.96,4.0,0,3,1,0,0,0,3,2
405,180,TenthBlaster,Ainceer,733,729,Black,729,White,False,29.5,79.07,75.42,72.23,89.55,10,6,5,2,2,1,4,1,69.1,64.72,81.15,60.57,7,10,1,1,0,3,7,2,69.1,64.72,81.15,60.57,7,10,1,1,0,3,4,2
406,180,andwgey,Ainceer,785,722,Black,722,White,False,16.5,53.2,63.83,18.37,82.24,5,3,1,0,0,0,8,1,59.48,82.54,71.28,20.0,6,2,0,1,0,1,6,2,59.48,82.54,71.28,20.0,6,2,0,1,0,1,8,2
407,180,Ainceer,saadsalman,714,743,White,714,Black,False,15.0,61.82,96.46,50.72,38.27,4,4,1,0,0,1,5,2,75.24,87.33,74.56,63.83,5,4,1,0,2,0,3,2,61.82,96.46,50.72,38.27,4,4,1,0,0,1,5,2
408,180,Ainceer,esgitbrober,721,658,White,721,White,True,39.5,61.07,70.97,36.5,74.97,18,4,0,1,1,1,15,1,51.52,35.12,51.88,67.55,11,3,3,1,2,3,16,0,61.07,70.97,36.5,74.97,18,4,0,1,1,1,15,1
409,180,mitchman3217,Ainceer,762,714,Black,714,White,False,41.5,60.22,60.62,29.56,90.47,12,8,2,2,2,2,14,1,61.35,55.8,52.9,76.43,14,6,4,0,3,0,14,1,61.35,55.8,52.9,76.43,14,6,4,0,3,0,14,1
410,180,Ainceer,BerryLittleDots,704,625,White,704,Black,False,14.0,60.55,74.57,77.19,22.22,2,4,0,2,1,0,5,2,83.45,95.52,90.37,59.71,5,5,1,0,1,1,1,2,60.55,74.57,77.19,22.22,2,4,0,2,1,0,5,2
411,180,Zahraaaaaa,Ainceer,655,711,Black,711,Black,True,34.0,57.57,56.9,51.76,64.1,8,6,3,2,1,1,13,1,66.25,64.45,57.62,76.83,12,6,1,1,1,4,9,1,66.25,64.45,57.62,76.83,12,6,1,1,1,4,13,1
412,180,jboysoccerdude,Ainceer,758,704,Black,704,White,False,8.5,67.85,94.45,68.78,40.32,2,1,1,1,2,0,2,2,87.66,94.45,97.81,62.26,5,1,1,0,0,0,1,2,87.66,94.45,97.81,62.26,5,1,1,0,0,0,2,2
413,600,Jae_Rat,Ainceer,1227,1266,Black,1266,Black,True,64.5,73.7,82.25,56.87,82.39,26,13,4,3,2,3,14,1,77.96,84.72,61.39,87.45,25,15,3,3,5,6,7,1,77.96,84.72,61.39,87.45,25,15,3,3,5,6,14,1
414,600,Ainceer,Freak85,1258,1265,White,1258,Black,False,10.0,64.76,94.14,57.01,33.33,3,2,0,2,0,0,3,2,85.37,99.19,52.32,100.0,4,4,0,0,1,0,1,1,64.76,94.14,57.01,33.33,3,2,0,2,0,0,3,2
415,600,Re_Davide,Ainceer,1219,1249,Black,1249,White,False,52.0,71.0,55.58,77.27,81.06,20,10,4,1,3,1,13,0,70.81,61.9,86.47,64.57,20,11,2,2,1,4,12,0,70.81,61.9,86.47,64.57,20,11,2,2,1,4,13,0
416,600,Ainceer,rayuga5,1256,1219,White,1256,White,True,40.5,83.14,87.65,88.56,72.45,18,11,3,0,3,1,5,2,67.95,73.19,70.72,59.54,10,11,3,3,1,2,10,2,83.14,87.65,88.56,72.45,18,11,3,0,3,1,5,2
417,180,Ainceer,LegendKR7,711,656,White,711,White,True,14.5,66.23,99.22,18.9,80.57,5,4,1,0,0,0,5,1,51.85,84.08,21.11,50.0,3,2,2,0,1,0,6,1,66.23,99.22,18.9,80.57,5,4,1,0,0,0,5,1
418,180,ganisrikanth,Ainceer,745,720,Black,720,Black,True,16.0,86.24,96.81,97.7,62.11,6,6,2,0,0,0,2,2,65.35,94.76,19.61,75.8,6,2,1,1,1,0,5,1,65.35,94.76,19.61,75.8,6,2,1,1,1,0,2,1
419,180,Ainceer,dbseg,712,724,White,712,Black,False,15.5,54.66,80.8,24.8,53.15,3,5,0,0,1,0,7,1,81.4,91.16,90.87,62.18,6,3,1,2,1,1,1,2,54.66,80.8,24.8,53.15,3,5,0,0,1,0,7,1
420,180,JasonLozanovski,Ainceer,747,721,Black,721,Black,True,40.0,57.45,57.95,54.85,59.53,13,4,2,1,4,3,13,1,66.21,76.03,63.06,58.78,16,3,2,1,4,5,9,2,66.21,76.03,63.06,58.78,16,3,2,1,4,5,13,2
421,180,Ainceer,BigbrainZero,714,777,White,714,Black,False,36.0,75.12,85.23,78.46,61.68,13,7,2,2,3,5,4,2,61.64,60.79,61.3,62.84,8,8,1,2,3,4,10,0,75.12,85.23,78.46,61.68,13,7,2,2,3,5,4,2
422,180,VaibhavTribhu1,Ainceer,742,723,Black,723,Black,True,18.0,65.33,77.92,63.63,54.45,6,4,1,1,0,0,6,2,69.62,57.14,83.08,68.65,6,5,1,0,1,0,5,0,69.62,57.14,83.08,68.65,6,5,1,0,1,0,6,0
423,180,MitDre,Ainceer,777,716,Black,716,White,False,14.5,60.34,73.76,53.14,54.13,4,3,1,1,0,2,4,1,43.55,59.75,60.42,2.21,5,1,0,0,0,0,8,2,43.55,59.75,60.42,2.21,5,1,0,0,0,0,4,2
424,180,Ainceer,LDrago10F,708,722,White,708,Black,False,34.0,64.16,92.46,43.23,54.23,7,9,4,1,2,1,10,1,52.06,64.47,27.42,63.16,4,7,3,1,4,1,14,1,64.16,92.46,43.23,54.23,7,9,4,1,2,1,10,1
425,180,Ainceer,anwar16068,701,747,White,701,Black,False,14.0,62.95,66.94,75.12,42.76,5,1,0,1,2,2,3,2,66.61,67.85,58.61,75.04,6,0,0,2,3,0,3,1,62.95,66.94,75.12,42.76,5,1,0,1,2,2,3,2
426,600,YellowKeep,Ainceer,1259,1264,Black,1264,Black,True,9.0,75.07,100.0,91.1,34.12,4,2,0,1,0,0,2,2,83.61,71.07,99.95,79.82,6,1,0,0,0,1,1,0,83.61,71.07,99.95,79.82,6,1,0,0,0,1,2,0
427,600,Ainceer,tranquocvuong,1255,1228,White,1255,Black,False,26.0,64.59,93.94,61.29,35.28,8,4,2,1,3,0,8,2,67.16,95.99,45.78,58.78,8,7,1,0,2,1,7,1,64.59,93.94,61.29,35.28,8,4,2,1,3,0,8,2
428,600,Ainceer,MAVERICK1952,1263,1241,White,1263,White,True,72.5,79.45,74.89,93.1,70.56,26,22,5,4,3,2,11,2,71.43,63.51,80.48,70.3,24,19,2,3,4,4,16,0,79.45,74.89,93.1,70.56,26,22,5,4,3,2,11,2
429,180,Ainceer,ShubhamVG,709,677,White,709,White,True,25.5,69.28,61.27,79.67,66.61,7,6,2,0,3,2,6,0,63.21,42.79,72.19,77.21,9,5,1,0,1,0,9,0,69.28,61.27,79.67,66.61,7,6,2,0,3,2,6,0
430,180,ztoritz,Ainceer,740,718,Black,718,Black,True,33.0,58.47,60.84,58.68,55.9,9,5,2,0,4,2,11,2,68.15,77.27,49.74,77.44,14,4,2,0,4,0,9,1,68.15,77.27,49.74,77.44,14,4,2,0,4,0,11,1
431,180,Ainceer,barako88,709,702,White,709,Black,False,31.0,71.09,69.88,70.89,72.63,8,10,2,1,2,1,7,0,71.94,64.41,60.3,91.87,13,5,1,2,1,2,7,1,71.09,69.88,70.89,72.63,8,10,2,1,2,1,7,0
432,180,jeaninho,Ainceer,671,716,Black,716,Black,True,38.0,35.45,45.03,27.81,33.35,8,2,1,0,1,3,23,1,47.06,52.57,43.25,45.21,7,4,3,0,4,4,16,1,47.06,52.57,43.25,45.21,7,4,3,0,4,4,23,1
433,180,mahdirzi95,Ainceer,720,724,Black,724,Black,True,45.0,66.7,61.58,67.38,71.12,15,5,2,7,3,2,11,0,81.02,78.16,80.77,84.13,16,14,3,3,2,1,6,0,81.02,78.16,80.77,84.13,16,14,3,3,2,1,11,0
434,180,boknows75,Ainceer,827,718,Black,718,White,False,31.5,62.27,55.64,56.39,76.04,7,9,1,1,3,2,9,0,63.16,88.21,54.8,43.95,8,6,3,2,2,0,10,2,63.16,88.21,54.8,43.95,8,6,3,2,2,0,9,2
435,180,Ainceer,amazingclem,725,649,White,725,White,True,21.5,69.85,75.79,81.61,51.31,7,5,0,3,1,1,5,2,58.88,86.66,73.58,16.4,8,2,1,0,2,0,8,2,69.85,75.79,81.61,51.31,7,5,0,3,1,1,5,2
436,180,Om7755,Ainceer,646,715,Black,715,White,False,18.5,82.81,91.56,94.41,61.01,10,2,1,2,2,0,2,2,57.92,85.1,58.06,30.6,5,2,1,1,2,0,7,2,57.92,85.1,58.06,30.6,5,2,1,1,2,0,2,2
437,180,Ainceer,WonderfulTriumph,722,665,White,722,White,True,9.5,76.48,74.48,88.11,67.53,4,3,0,0,1,0,2,2,80.47,61.43,100.0,79.97,3,3,1,0,0,1,1,0,76.48,74.48,88.11,67.53,4,3,0,0,1,0,2,2
438,180,Ainceer,Opethian0,731,740,White,731,White,True,41.5,53.63,63.05,40.37,57.47,13,4,3,0,3,1,18,1,49.07,59.4,41.72,45.87,12,2,0,3,5,1,18,1,53.63,63.05,40.37,57.47,13,4,3,0,3,1,18,1
439,180,RamezNA,Ainceer,768,740,Black,740,Black,True,24.0,57.37,83.38,34.54,54.2,5,5,3,0,1,0,10,1,75.48,93.23,60.4,72.8,9,6,1,0,3,1,4,1,75.48,93.23,60.4,72.8,9,6,1,0,3,1,10,1
440,180,Rajus10502,Ainceer,772,733,Black,733,White,False,43.5,68.41,64.08,59.88,82.19,17,5,6,1,1,4,10,1,62.67,65.0,43.13,79.73,12,8,5,0,3,1,14,1,62.67,65.0,43.13,79.73,12,8,5,0,3,1,10,1
441,180,Ainceer,fuuckallah843,723,748,White,723,Black,False,27.0,53.49,63.65,58.44,38.36,2,7,2,1,3,2,10,2,80.37,94.6,68.3,78.21,16,2,1,3,0,0,5,1,53.49,63.65,58.44,38.36,2,7,2,1,3,2,10,2
442,180,Ainceer,Ronak0729,715,738,White,715,Black,False,16.0,67.03,89.48,65.06,42.06,2,6,1,0,2,1,4,2,69.84,61.5,51.49,98.19,4,4,2,1,0,2,3,1,67.03,89.48,65.06,42.06,2,6,1,0,2,1,4,2
443,180,sinterhaas,Ainceer,705,707,Black,707,White,False,13.5,72.86,95.55,52.48,69.96,2,6,1,1,1,0,3,1,71.17,88.85,88.19,32.04,2,5,1,0,2,0,3,2,71.17,88.85,88.19,32.04,2,5,1,0,2,0,3,2
444,180,Ainceer,AvinashKulkarni5,698,691,White,698,Black,False,9.0,68.89,99.75,73.94,32.98,3,2,0,1,0,1,2,2,85.21,99.03,56.6,100.0,3,4,0,0,1,0,1,1,68.89,99.75,73.94,32.98,3,2,0,1,0,1,2,2
445,180,lilmlon,Ainceer,693,707,Black,707,Black,True,8.0,78.17,93.28,71.71,65.2,3,1,1,0,2,1,0,2,80.83,82.82,66.67,99.1,3,3,0,0,1,0,1,1,80.83,82.82,66.67,99.1,3,3,0,0,1,0,0,1
446,600,egibbons,Ainceer,1272,1271,Black,1271,Black,True,24.5,68.19,81.53,60.44,60.94,8,5,4,0,1,0,7,1,61.36,73.04,34.31,76.74,6,5,1,1,1,2,8,1,61.36,73.04,34.31,76.74,6,5,1,1,1,2,7,1
447,600,Ainceer,WonderUdo,1279,1259,White,1279,White,True,48.5,78.34,77.55,77.34,80.19,20,8,6,4,3,1,7,1,72.57,65.13,72.32,80.25,19,6,4,3,5,1,10,0,78.34,77.55,77.34,80.19,20,8,6,4,3,1,7,1
448,600,Ainceer,Braschess,1280,1327,White,1280,Draw,False,57.0,78.72,77.04,72.35,86.79,24,15,2,2,3,1,10,1,78.2,70.05,66.78,97.78,26,9,3,3,7,0,9,1,78.72,77.04,72.35,86.79,24,15,2,2,3,1,10,1
449,180,TTrollope,Ainceer,666,706,Black,706,Draw,False,53.5,71.97,77.5,69.39,69.0,21,11,3,3,3,0,13,2,75.99,77.27,69.7,81.3,28,8,1,1,2,4,9,1,75.99,77.27,69.7,81.3,28,8,1,1,2,4,13,1
450,180,kingante1232,Ainceer,631,696,Black,696,White,False,7.5,91.07,96.81,87.53,87.77,3,3,0,2,0,0,0,1,70.47,97.54,50.33,50.0,4,1,0,0,0,0,2,2,70.47,97.54,50.33,50.0,4,1,0,0,0,0,0,2
451,180,SleepDarty,Ainceer,684,696,Black,696,Draw,False,56.5,69.68,59.54,65.41,84.07,25,10,2,1,3,1,15,0,67.78,70.79,68.08,64.29,21,7,2,6,2,6,12,2,67.78,70.79,68.08,64.29,21,7,2,6,2,6,15,2
452,180,Ainceer,GMLilGoober,688,723,White,688,Black,False,5.0,78.17,99.1,96.32,0.0,2,2,0,0,0,0,1,2,73.04,56.16,76.43,100.0,2,1,0,0,1,0,1,0,78.17,99.1,96.32,0.0,2,2,0,0,0,0,1,2
453,180,Ainceer,dominic360,696,680,White,696,White,True,51.5,79.09,79.12,76.34,81.81,16,17,4,1,6,1,7,1,71.15,75.34,58.33,79.76,11,11,5,4,8,4,8,1,79.09,79.12,76.34,81.81,16,17,4,1,6,1,7,1
454,180,Ainceer,SuperBanker,704,675,White,704,White,True,25.5,65.48,68.64,54.79,73.96,8,4,2,2,1,2,7,1,59.81,45.27,72.18,63.78,8,6,0,1,0,0,10,0,65.48,68.64,54.79,73.96,8,4,2,2,1,2,7,1
455,180,Ainceer,kata3101,712,700,White,712,White,True,32.5,67.26,80.62,58.54,62.62,10,6,4,1,0,3,9,1,59.16,51.29,52.07,75.61,9,4,1,2,4,2,10,0,67.26,80.62,58.54,62.62,10,6,4,1,0,3,9,1
456,180,Alistar94,Ainceer,721,720,Black,720,Black,True,23.0,53.02,75.38,40.7,41.54,5,4,0,1,2,1,10,1,70.4,70.85,75.28,64.29,8,5,2,1,0,1,6,2,70.4,70.85,75.28,64.29,8,5,2,1,0,1,10,2
457,600,giopisu,Ainceer,1262,1280,Black,1280,Draw,False,36.5,73.4,70.74,58.49,91.21,18,4,1,2,2,2,8,1,79.7,89.35,64.22,85.51,13,8,3,3,3,2,4,1,79.7,89.35,64.22,85.51,13,8,3,3,3,2,8,1
458,600,feleh,Ainceer,1228,1287,Black,1287,Black,True,8.0,73.89,99.05,90.56,11.14,3,2,0,1,0,0,2,2,69.27,73.69,77.04,51.0,1,2,0,1,3,0,1,2,69.27,73.69,77.04,51.0,1,2,0,1,3,0,2,2
459,600,Ainceer,HaydarZuhair,1280,1322,White,1280,Black,False,45.0,81.12,88.95,65.18,89.24,9,22,2,3,2,2,5,1,75.55,66.32,83.94,76.38,16,11,4,1,2,4,7,0,81.12,88.95,65.18,89.24,9,22,2,3,2,2,5,1
460,180,HandMeMySword,Ainceer,663,727,Black,727,Black,True,43.0,56.26,64.17,41.32,62.72,9,10,1,0,3,4,16,1,62.55,88.49,38.17,59.14,12,9,2,3,1,1,15,1,62.55,88.49,38.17,59.14,12,9,2,3,1,1,16,1
461,180,Joseantoniobarcena,Ainceer,741,736,Black,736,Black,True,76.0,70.62,60.75,82.09,69.41,31,14,3,1,4,7,16,0,69.57,75.37,76.42,56.7,27,13,8,2,5,4,17,2,69.57,75.37,76.42,56.7,27,13,8,2,5,4,16,2
462,180,paulorossan,Ainceer,735,744,Black,744,Black,True,45.0,53.08,55.93,50.76,52.55,10,9,0,1,3,5,17,1,58.73,55.47,51.38,69.36,13,5,4,2,4,1,16,1,58.73,55.47,51.38,69.36,13,5,4,2,4,1,17,1
463,180,Ainceer,muksquad,753,767,White,753,White,True,14.5,87.73,94.67,88.53,80.0,6,5,2,0,0,1,1,2,59.26,85.09,60.83,25.01,2,4,1,2,0,0,5,2,87.73,94.67,88.53,80.0,6,5,2,0,0,1,1,2
464,180,Ainceer,candido999,762,791,White,762,White,True,25.5,71.11,88.97,76.38,45.09,7,7,2,1,2,1,6,2,55.72,71.48,44.85,48.86,7,2,3,1,0,3,9,1,71.11,88.97,76.38,45.09,7,7,2,1,2,1,6,2
465,180,aditadit3,Ainceer,723,753,Black,753,White,False,35.5,53.32,49.92,54.24,55.8,13,3,1,0,2,3,14,0,45.13,50.61,52.48,31.14,7,4,1,2,3,1,17,2,45.13,50.61,52.48,31.14,7,4,1,2,3,1,14,2
466,180,Ainceer,matethemouse,761,761,White,761,White,True,44.5,78.95,78.56,90.68,67.62,22,9,3,1,0,3,7,2,71.85,63.79,59.32,93.92,14,11,4,1,2,3,9,1,78.95,78.56,90.68,67.62,22,9,3,1,0,3,7,2
467,180,Ainceer,Jkon_99,768,723,White,768,White,True,46.5,63.5,68.73,66.08,55.16,14,10,2,0,2,5,14,2,68.37,65.54,62.7,77.05,18,6,3,2,4,2,11,1,63.5,68.73,66.08,55.16,14,10,2,0,2,5,14,2
468,180,gailletpp,Ainceer,786,768,Black,768,Draw,False,65.5,59.42,58.13,54.73,65.4,21,9,4,0,5,4,23,1,64.93,63.02,74.21,57.2,21,12,4,5,2,3,18,2,64.93,63.02,74.21,57.2,21,12,4,5,2,3,23,2
469,180,alien8nostromo,Ainceer,698,775,Black,775,Black,True,31.0,66.55,83.64,53.72,60.58,10,5,1,2,3,4,6,1,62.58,78.89,49.48,57.74,13,2,2,1,3,0,10,1,62.58,78.89,49.48,57.74,13,2,2,1,3,0,6,1
470,180,Ainceer,MuloTheSecond,768,804,White,768,Black,False,15.0,80.06,95.55,84.59,60.02,4,6,2,0,0,1,2,2,78.74,93.94,82.59,59.7,6,4,0,2,0,1,2,2,80.06,95.55,84.59,60.02,4,6,2,0,0,1,2,2
471,180,Ainceer,Cohesiveness,776,743,White,776,White,True,29.5,68.22,54.89,72.13,77.63,8,6,3,3,1,3,6,0,59.9,68.75,41.85,70.13,4,9,0,2,2,2,10,1,68.22,54.89,72.13,77.63,8,6,3,3,1,3,6,0
472,180,skejka,Ainceer,751,784,Black,784,Black,True,24.0,40.83,35.74,47.2,39.56,5,2,1,2,0,0,14,0,68.34,72.1,48.32,84.6,11,1,2,2,1,1,6,1,68.34,72.1,48.32,84.6,11,1,2,2,1,1,14,1
473,180,Ainceer,KDVK,776,777,White,776,Black,False,26.0,72.01,80.68,73.48,60.59,7,5,4,3,1,2,4,2,71.76,81.3,55.29,79.55,8,8,0,1,1,3,5,1,72.01,80.68,73.48,60.59,7,5,4,3,1,2,4,2
474,180,THETOTTO,Ainceer,759,784,Black,784,Black,True,37.0,80.27,85.33,80.02,75.02,17,6,5,3,0,0,6,2,71.03,77.4,58.85,76.29,15,8,1,0,2,1,10,1,71.03,77.4,58.85,76.29,15,8,1,0,2,1,6,1
475,180,Ainceer,THETOTTO,791,752,White,791,White,True,25.5,66.33,85.1,47.63,66.23,6,6,1,2,3,1,7,1,58.86,83.59,42.55,47.35,6,5,1,0,2,3,8,1,66.33,85.1,47.63,66.23,6,6,1,2,3,1,7,1
476,180,THETOTTO,Ainceer,761,782,Black,782,White,False,29.0,67.82,76.0,44.12,85.07,11,5,0,1,2,3,7,1,61.63,72.32,40.01,73.78,9,4,3,2,1,1,9,1,61.63,72.32,40.01,73.78,9,4,3,2,1,1,7,1
477,180,Ainceer,saad_cz,791,802,White,791,White,True,41.5,56.63,77.69,28.46,63.75,10,7,3,2,1,3,16,1,63.77,72.56,56.0,62.66,12,7,3,2,1,3,13,1,56.63,77.69,28.46,63.75,10,7,3,2,1,3,16,1
478,180,bskv009,Ainceer,764,799,Black,799,Black,True,54.0,68.82,63.91,50.98,91.57,21,7,3,2,5,3,13,1,57.71,59.05,44.6,69.48,13,12,1,2,3,3,20,1,57.71,59.05,44.6,69.48,13,12,1,2,3,3,13,1
479,180,sathishk2212,Ainceer,786,790,Black,790,White,False,30.5,54.53,83.53,46.16,31.0,6,6,0,2,3,3,11,2,55.23,78.8,34.51,52.39,9,3,1,1,4,0,12,1,55.23,78.8,34.51,52.39,9,3,1,1,4,0,11,1
480,180,Ainceer,sapofrito,798,620,White,798,White,True,23.5,63.64,85.46,45.93,59.53,7,5,1,0,4,0,7,1,52.49,69.62,31.73,56.62,5,5,1,0,2,0,10,1,63.64,85.46,45.93,59.53,7,5,1,0,4,0,7,1
481,180,sumanthbs10603,Ainceer,768,806,Black,806,Black,True,32.0,40.3,46.48,24.28,51.14,6,1,1,2,3,0,19,1,76.56,89.32,63.18,77.25,16,3,3,2,1,1,6,1,76.56,89.32,63.18,77.25,16,3,3,2,1,1,19,1
482,180,Ainceer,MatiasSantome,805,773,White,805,Draw,False,48.5,68.02,61.69,54.76,88.02,18,9,2,2,4,2,12,1,78.04,72.78,80.56,80.77,24,5,5,2,3,0,9,0,68.02,61.69,54.76,88.02,18,9,2,2,4,2,12,1
483,180,carloscruces,Ainceer,822,797,Black,797,White,False,10.5,82.1,99.06,74.28,69.92,6,3,0,0,0,0,2,2,63.81,95.0,52.7,33.35,3,2,1,0,1,0,3,2,63.81,95.0,52.7,33.35,3,2,1,0,1,0,2,2
484,180,Ainceer,ChriDi,804,762,White,804,White,True,47.5,59.88,74.88,73.95,30.81,17,7,2,1,2,3,16,2,55.9,50.35,58.86,58.67,14,8,2,1,0,4,18,0,59.88,74.88,73.95,30.81,17,7,2,1,2,3,16,2
485,180,7ussin,Ainceer,754,811,Black,811,Black,True,29.0,59.78,74.83,39.6,65.48,7,6,2,1,3,0,10,1,68.15,61.89,68.36,74.87,8,4,4,4,2,0,7,0,68.15,61.89,68.36,74.87,8,4,4,4,2,0,10,0
486,180,Ainceer,7ussin,818,747,White,818,White,True,29.5,54.52,67.38,51.16,45.02,7,3,1,1,5,2,11,2,49.48,69.13,29.41,49.93,5,5,2,0,2,2,13,1,54.52,67.38,51.16,45.02,7,3,1,1,5,2,11,2
487,180,Ainceer,MichaelDawsonMS,811,854,White,811,Black,False,12.0,84.71,93.7,79.58,80.86,3,5,1,0,2,0,1,1,65.78,37.39,95.72,64.22,4,2,1,0,1,1,3,0,84.71,93.7,79.58,80.86,3,5,1,0,2,0,1,1
488,180,coachtequel,Ainceer,815,803,Black,803,White,False,18.5,79.96,84.11,68.93,86.14,9,3,0,1,4,0,2,1,82.46,88.88,89.82,68.68,10,4,0,0,0,2,2,2,82.46,88.88,89.82,68.68,10,4,0,0,0,2,2,2
489,180,dedsec995,Ainceer,802,811,Black,811,Black,True,26.0,56.75,57.75,61.7,50.04,7,3,2,2,2,0,10,2,63.31,87.84,40.49,61.39,9,6,1,0,0,1,9,1,63.31,87.84,40.49,61.39,9,6,1,0,0,1,10,1
490,180,johnhopp,Ainceer,799,819,Black,819,Black,True,35.0,80.83,78.9,73.41,91.04,13,11,4,0,1,1,5,1,79.51,66.95,86.16,85.95,10,12,4,0,1,3,5,0,79.51,66.95,86.16,85.95,10,12,4,0,1,3,5,0
491,180,Ainceer,TheBear8,828,855,White,828,White,True,17.5,81.09,99.58,73.25,70.43,8,5,0,1,1,0,3,2,42.72,81.46,39.57,0.01,1,3,1,0,3,2,7,2,81.09,99.58,73.25,70.43,8,5,0,1,1,0,3,2
492,180,TheBear8,Ainceer,846,837,Black,837,Black,True,37.0,70.57,68.18,62.92,80.81,13,6,3,2,2,3,8,1,71.15,78.59,48.77,85.46,16,4,3,2,2,2,8,1,71.15,78.59,48.77,85.46,16,4,3,2,2,2,8,1
493,180,Ainceer,ntoom,837,833,White,837,Draw,False,21.5,79.59,69.99,70.16,100.0,8,6,2,1,1,0,4,0,73.07,88.32,62.06,68.85,6,5,2,0,4,0,4,1,79.59,69.99,70.16,100.0,8,6,2,1,1,0,4,0
494,180,Ainceer,lCheckM8,829,857,White,829,Black,False,20.0,73.93,89.58,57.96,74.28,3,10,0,2,1,0,4,1,80.98,72.06,74.6,98.84,7,4,2,1,2,4,0,0,73.93,89.58,57.96,74.28,3,10,0,2,1,0,4,1
495,180,Ainceer,Chokolat3,836,776,White,836,White,True,15.5,63.31,67.31,57.77,64.04,7,1,1,1,0,0,6,1,32.84,41.05,37.94,19.52,1,3,1,0,0,0,10,2,63.31,67.31,57.77,64.04,7,1,1,1,0,0,6,1
496,180,Mucuxito20,Ainceer,804,843,Black,843,Black,True,33.0,72.31,87.42,54.79,74.71,9,9,4,0,2,2,7,1,84.34,98.85,75.69,78.49,20,6,0,1,2,0,4,1,84.34,98.85,75.69,78.49,20,6,0,1,2,0,7,1
497,180,Alsabrah,Ainceer,841,851,Black,851,Black,True,70.0,77.47,74.22,81.33,76.98,22,19,6,3,5,6,9,0,79.6,88.67,87.94,61.8,26,17,6,4,4,4,9,2,79.6,88.67,87.94,61.8,26,17,6,4,4,4,9,2
498,180,Crown_23,Ainceer,1144,851,Black,851,Black,True,6.5,78.39,100.0,74.96,49.39,3,2,0,0,1,0,1,2,63.66,100.0,63.93,27.04,2,1,0,0,0,1,2,2,63.66,100.0,63.93,27.04,2,1,0,0,0,1,1,2
